April,Div12,Dep12,NI,MH,GW,MW,UA,Nobody,SPI1,IPS3,EDS5,SS8,BD5,Beh,SANF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS12,BD1,Beh,SAF,NM
July,Div4,Dep49,NI,CD,GW,MI,UA,Nobody,SPI1,IPS3,EDS5,SS15,BD5,Beh,SINF,PD
April,Div13,Dep15,NI,EMD,NAPP,MI,UC,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SAF,NM
April,Div13,Dep15,NI,STF,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS8,BD1,Beh,SINF,NM
July,Div13,Dep14,NI,CD,SW,MW,UA,Nobody,SPI1,IPS4,EDS5,SS15,BD4,Beh,SNR,PD
July,Div6,Dep14,NI,CD,GW,MW,UA,Nobody,SPI1,IPS5,EDS3,SS15,BD2,Beh,SINF,PD
August,Div6,Dep41,NI,CD,GW,MI,UC,Nobody,SPI1,IPS5,EDS4,SS8,BD3,Beh,SAF,PD
April,Div12,Dep20,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS13,BD1,Beh,SANF,NM
April,Div13,Dep46,NI,STF,SW,MW,UC,Nobody,SPI1,IPS5,EDS5,Others,BD2,Beh,SANF,NM
April,Div6,Dep26,NI,LTT,SW,MW,UC,Nobody,SPI1,IPS2,EDS4,Others,BD3,Beh,SAF,NM
April,Div12,Dep27,NI,MH,GW,MI,UA,Nobody,SPI1,IPS5,EDS5,SS15,BD1,Beh,SAF,NM
April,Div12,Dep27,NI,MH,GW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS8,BD3,Beh,SNR,NM
April,Div7,Dep28,NI,STF,NAPP,Napp,UAO,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SANF,NM
April,Div7,Dep28,NI,STF,NAPP,Napp,UAO,Nobody,SPI1,IPS5,EDS5,Others,BD1,Beh,SNN,NM
April,Div7,Dep28,FA,LTT,GW,MI,UA,Employee,SPI1,IPS5,EDS5,SS7,BD5,Beh,SANF,Inj
April,Div7,Dep28,NI,STF,NAPP,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS13,BD4,Beh,SAF,NM
April,Div7,Dep28,NI,PI,GW,MI,UAO,Nobody,SPI3,IPS5,EDS5,SS17,BD1,Pro,SANF,NM
April,Div7,Dep28,NI,DC,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS8,BD4,Beh,SAF,NM
April,Div7,Dep28,Normal,HM,GW,MI,UAO,Employee,SPI4,IPS4,EDS5,SS9,BD2,Pro,SNN,Inj
April,Div13,Dep5,NI,EF,SW,MW,UC,Nobody,SPI3,IPS4,EDS5,SS12,BD1,Pro,SANF,NM
April,Div12,Dep6,NI,MH,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS15,BD5,Beh,SANF,NM
April,Div12,Dep6,NI,STF,SW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS1,BD4,Beh,SINF,NM
April,Div13,Dep45,NI,FE,NAPP,MW,UC,Nobody,SPI3,IPS5,EDS5,Others,BD4,Pro,SAF,NM
April,Div2,Dep33,NI,PI,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS12,BD4,Pro,SINF,NM
April,Div6,Dep41,NI,S,SW,MW,UC,Nobody,SPI1,IPS5,EDS5,SS17,BD5,Beh,SIF,NM
April,Div11,Dep43,NI,MA,NAPP,Napp,UAO,Nobody,SPI1,IPS5,EDS5,SS12,BD4,Beh,SANF,NM
April,Div13,Dep33,NI,S,SW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS16,BD5,Beh,SINF,NM
April,Div13,Dep10,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,Others,BD4,Beh,SNN,NM
April,Div13,Dep33,NI,DC,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS16,BD6,Beh,SAF,NM
April,Div12,Dep12,NI,EF,GW,MI,UA,Nobody,SPI2,IPS5,EDS5,SS9,BD5,Pro,SNR,NM
April,Div12,Dep12,NI,STF,GW,Napp,UAUC,Nobody,SPI1,IPS4,EDS5,SS4,BD3,Beh,SAF,NM
April,Div12,Dep12,NI,S,SW,Napp,UAUC,Nobody,SPI1,IPS4,EDS5,Others,BD5,Beh,SNN,NM
April,Div12,Dep12,NI,STF,GW,MW,UAUC,Nobody,SPI1,IPS4,EDS5,Others,BD5,Beh,SIF,NM
April,Div12,Dep12,NI,RO,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,Others,BD1,Beh,SANF,NM
April,Div12,Dep12,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SNN,NM
April,Div12,Dep12,NI,STF,GW,Napp,UAUC,Nobody,SPI1,IPS4,EDS5,SS8,BD3,Beh,SANF,NM
April,Div12,Dep12,NI,S,SW,MI,UAUC,Nobody,SPI1,IPS4,EDS5,SS17,BD5,Beh,SINF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UAUC,Nobody,SPI1,IPS4,EDS5,Others,BD1,Beh,SNN,NM
April,Div12,Dep12,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS8,BD1,Beh,SAF,NM
April,Div12,Dep12,FA,PI,GW,MI,UA,Employee,SPI2,IPS4,EDS5,SS15,BD5,Pro,SANF,Inj
April,Div12,Dep12,NI,STF,GW,MI,UC,Nobody,SPI1,IPS5,EDS5,SS9,BD6,Beh,SANF,NM
April,Div12,Dep12,NI,RI,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS13,BD4,Beh,SIF,NM
April,Div12,Dep12,NI,OI,GW,MW,UC,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SIF,NM
April,Div12,Dep12,NI,MH,GW,MW,UA,Nobody,SPI1,IPS4,EDS5,SS8,BD5,Beh,SNN,NM
April,Div12,Dep12,NI,STF,NAPP,Napp,UA,Nobody,SPI1,IPS4,EDS5,SS15,BD5,Beh,SNR,NM
April,Div12,Dep12,NI,PI,NAPP,MW,UA,Nobody,SPI1,IPS5,EDS5,SS17,BD5,Pro,SIF,NM
April,Div12,Dep12,NI,PI,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS16,BD5,Pro,SANF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS9,BD1,Beh,SANF,NM
April,Div12,Dep12,FA,PI,GW,Napp,UA,Employee,SPI2,IPS4,EDS5,SS15,BD5,Pro,SANF,Inj
April,Div12,Dep12,NI,STF,GW,MI,UC,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SAF,NM
April,Div12,Dep12,NI,MH,GW,MW,UA,Nobody,SPI1,IPS4,EDS5,Others,BD5,Beh,SNR,NM
April,Div12,Dep12,NI,PI,NAPP,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS12,BD5,Pro,SNN,NM
April,Div12,Dep12,NI,PI,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS4,BD5,Pro,SANF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS6,BD2,Beh,SAF,NM
April,Div13,Dep16,NI,HM,GW,Napp,UC,Nobody,SPI1,IPS3,EDS3,SS16,BD5,Pro,SAF,NM
April,Div13,Dep15,NI,STF,SW,MW,UA,Nobody,SPI1,IPS5,EDS5,Others,BD2,Beh,SANF,NM
April,Div7,Dep28,NI,STF,NAPP,Napp,UA,Nobody,SPI1,IPS5,EDS5,Others,BD1,Beh,SNR,NM
April,Div7,Dep28,NI,STF,SW,Napp,UC,Nobody,SPI1,IPS4,EDS4,Others,BD2,Beh,SAF,NM
August,Div6,Dep41,NI,CD,NAPP,MI,UC,Nobody,SPI1,IPS5,EDS4,SS8,BD5,Beh,SINF,PD
April,Div12,Dep6,NI,STF,SW,Napp,UC,Nobody,SPI1,IPS5,EDS5,Others,BD4,Beh,SANF,NM
April,Div13,Dep14,NI,STF,SW,MW,UA,Nobody,SPI1,IPS5,EDS5,Others,BD4,Beh,SANF,NM
April,Div13,Dep10,NI,PI,NAPP,MW,UC,Nobody,SPI3,IPS5,EDS5,SS16,BD1,Pro,SIF,NM
April,Div13,Dep10,NI,RI,GW,MI,UA,Nobody,SPI1,IPS5,EDS5,SS13,BD4,Beh,SAF,NM
April,Div13,Dep10,NI,EI,SW,MW,UA,Nobody,SPI2,IPS5,EDS5,SS17,BD2,Pro,SNN,NM
April,Div12,Dep12,NI,EF,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS8,BD5,Pro,SANF,NM
April,Div12,Dep12,NI,MH,GW,Napp,UC,Nobody,SPI1,IPS4,EDS5,SS17,BD5,Beh,SNR,NM
April,Div12,Dep12,NI,STF,SW,MW,UA,Nobody,SPI1,IPS4,EDS5,Others,BD5,Beh,SNN,NM
April,Div12,Dep12,NI,MH,GW,Napp,UC,Nobody,SPI1,IPS4,EDS5,SS8,BD5,Beh,SIF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UA,Nobody,SPI1,IPS4,EDS4,Others,BD5,Beh,SNN,NM
April,Div12,Dep12,NI,STF,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SANF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UA,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SNR,NM
April,Div12,Dep12,NI,D,SW,MW,UA,Nobody,SPI1,IPS5,EDS5,Others,BD3,Beh,SANF,NM
April,Div12,Dep12,NI,S,GW,MW,UC,Nobody,SPI1,IPS4,EDS5,SS8,BD5,Beh,SINF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS15,BD5,Beh,SAF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UA,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SANF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS8,BD5,Beh,SANF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UA,Nobody,SPI1,IPS5,EDS5,Others,BD2,Beh,SNN,NM
August,Div6,Dep7,NI,CD,NAPP,MW,UA,Nobody,SPI1,IPS4,EDS4,SS12,BD4,Beh,SAF,PD
August,Div13,Dep14,NI,CD,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS16,BD4,Beh,SANF,PD
April,Div2,Dep10,NI,OI,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,Others,BD2,Beh,SNN,NM
April,Div13,Dep10,NI,STF,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS12,BD5,Beh,SNN,NM
April,Div13,Dep10,NI,MH,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS1,BD4,Beh,SNR,NM
April,Div12,Dep12,NI,EF,NAPP,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS12,BD2,Pro,SAF,NM
April,Div12,Dep12,NI,EF,GW,MW,UAUC,Nobody,SPI1,IPS5,EDS5,SS16,BD2,Pro,SNR,NM
April,Div12,Dep12,NI,EF,GW,MW,UC,Nobody,SPI1,IPS5,EDS5,SS13,BD5,Pro,SAF,NM
April,Div12,Dep12,NI,STF,GW,MW,UAUC,Nobody,SPI1,IPS4,EDS4,Others,BD5,Beh,SANF,NM
April,Div12,Dep12,NI,D,GW,Napp,UA,Nobody,SPI1,IPS1,EDS4,SS9,BD5,Beh,SNR,NM
April,Div12,Dep12,NI,STF,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS9,BD4,Beh,SANF,NM
April,Div12,Dep12,NI,EF,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,Others,BD5,Pro,SANF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UAUC,Nobody,SPI1,IPS4,EDS3,Others,BD5,Beh,SANF,NM
April,Div14,Dep12,NI,D,GW,Napp,UA,Nobody,SPI1,IPS1,EDS4,Others,BD5,Beh,SINF,NM
April,Div12,Dep12,NI,STF,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS9,BD4,Beh,SIF,NM
April,Div12,Dep12,NI,EF,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS5,BD5,Pro,SANF,NM
April,Div12,Dep12,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,Others,BD5,Beh,SNN,NM
April,Div12,Dep12,NI,STF,GW,MI,UA,Nobody,SPI1,IPS5,EDS5,SS8,BD1,Beh,SINF,NM
April,Div12,Dep12,NI,LTT,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS12,BD4,Beh,SANF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS6,BD5,Beh,SAF,NM
April,Div12,Dep12,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS8,BD1,Beh,SAF,NM
April,Div12,Dep12,NI,LTT,GW,Napp,UA,Nobody,SPI1,IPS5,EDS5,Others,BD4,Beh,SAF,NM
April,Div12,Dep12,NI,STF,SW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS8,BD5,Beh,SIF,NM
April,Div12,Dep12,NI,STF,NAPP,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS9,BD5,Beh,SANF,NM
April,Div13,Dep15,NI,S,GW,Napp,UC,Nobody,SPI1,IPS5,EDS5,SS12,BD5,Beh,SINF,NM
April,Div13,Dep15,NI,MH,SW,Napp,UA,Nobody,SPI1,IPS5,EDS5,SS8,BD2,Beh,SIF,NM
April,Div13,Dep48,NI,CD,SW,Napp,UA,Nobody,SPI1,IPS4,EDS5,SS8,BD2,Beh,SANF,NM
April,Div13,Dep52,NI,EMD,SW,MW,UAO,Nobody,SPI1,IPS5,EDS5,Others,BD3,Beh,SANF,NM
April,Div12,Dep22,NI,DC,GW,MW,UA,Nobody,SPI1,IPS5,EDS5,SS4,BD3,Beh,SANF,NM
